evidence_record_id,study_reference_id,within_study_evidence_no,author_year,title,evidence_location,evidence_source_original,evidence_source_category,pathway_level_1_original,pathway_level_1_category,pathway_level_2_original,pathway_level_2_corrected_original,climate_factor_original,pathogen,amr_outcome_original,mechanism_chain_original,original_quote,evidence_type_original,evidence_type_category,mechanism_support_original,mechanism_support_category,effect_direction_original,effect_direction_category,time_scale_original,time_scale_category,spatial_context_original,spatial_context_category,extraction_date
EVID_039-M2,39,2,Zeng (2023),The association between ambient temperature and antimicrobial resistance of Klebsiella pneumoniae in China: a difference-in-differences analysis,Discussion-p.5-6-para.2,3-Discussion数据解释,Discussion interpretation,1-直接生物学效应,Direct biological mechanisms,1h-其他直接生物学,1b-突变率;1c-水平基因转移,温度-年均温升高,Klebsiella pneumoniae,耐药获得/转移与传播↑（机制假设）,温度升高→耐药获得与转移过程↑（未细分具体HGT类型）→K. pneumoniae耐药性↑,"Furthermore, the temperature can influence resistance acquisition and transfer processes within and between hosts and environments (30). (pp.5-6)",5-理论推测,Theoretical/projection,3-理论推测,Theoretical support,正向（推测）,Promoting AMR,省级年度面板（2014–2020）,Observational cumulative/seasonal,中国31省（临床/医院耐药监测数据）,Other/unclear,2026-01-05
EVID_039-M3,39,3,Zeng (2023),The association between ambient temperature and antimicrobial resistance of Klebsiella pneumoniae in China: a difference-in-differences analysis,Discussion-p.6-para.2,3-Discussion数据解释,Discussion interpretation,1-直接生物学效应,Direct biological mechanisms,1h-其他直接生物学,可删除,温度-年均温升高,Klebsiella pneumoniae,耐热相关基因传播→环境适应性↑→耐药传播风险↑（机制假设）,温度升高→耐热基因（如clpK）传播↑→环境适应性↑→耐药性维持/传播↑,"Transmission of heat-resistant genes, such as the clpK gene of K. pneumoniae, can enhance its adaptability to its surroundings (31, 32). (p.6)",5-理论推测,Theoretical/projection,3-理论推测,Theoretical support,正向（推测）,Promoting AMR,省级年度面板（2014–2020）,Observational cumulative/seasonal,中国31省（临床/医院耐药监测数据）,Other/unclear,2026-01-05
EVID_040-M1,40,1,Zhao (2023),Antibiotic resistance genes in constructed wetlands: Driving indicators and risk assessment,Results-p.5-para.1,1-Results实验数据,Results,2-环境介导,Environment-mediated pathways,2a-微生物群落,可删除,温度-季节性变化（夏季）,环境细菌/微生物群落（constructed wetlands）,ARG丰度↑（夏季更高）,温度-季节性变化（夏季）→（未明确具体中介过程）→ARG丰度↑,"but the variation of ARGs and MGEs
differed with seasonal variation (Figs. 1b-1e and Fig. 3a). The highest
diversity and abundance of ARGs have been determined in summer,
followed by autumn, winter and spring (Fig.S2c and S2d).",2-观察性数据,Observational,2-间接数据支持,Indirect empirical support,1-促进AMR,Promoting AMR,2-观察累积,Observational cumulative/seasonal,3-人造环境,Built or engineered environment,2026-01-05
EVID_040-M2,40,2,Zhao (2023),Antibiotic resistance genes in constructed wetlands: Driving indicators and risk assessment,Results-p.11-para.1,1-Results实验数据,Results,2-环境介导,Environment-mediated pathways,2a-微生物群落,可删除,温度-季节平均温度变化（水温）,环境细菌/微生物群落（constructed wetlands）,ARGs受温度与MGEs驱动；营养盐经菌群动态影响ARGs,温度变化→（与MGEs及菌群动态共同作用）→ARGs分布/丰度变化,"In summary, the main driving factors influencing ARGs were temperature and MGEs, whereas nutrition primarily influenced ARGs mainly by altering the community dynamics of stable bacteria and differential bacteria. (p.11)",5-理论推测,Theoretical/projection,3-理论推测,Theoretical support,4-不确定,Uncertain,2-观察累积,Observational cumulative/seasonal,3-人造环境,Built or engineered environment,2026-01-05
EVID_040-M3,40,3,Zhao (2023),Antibiotic resistance genes in constructed wetlands: Driving indicators and risk assessment, Discussion-p.13-para.2,3-Discussion数据解释,Discussion interpretation,2-环境介导,Environment-mediated pathways,2a-微生物群落,2a-微生物群落,温度-季节性变化（季节）,环境细菌/微生物群落（constructed wetlands）,MGEs与ARGs存在/丰度受季节调控,温度-季节性变化→影响营养水平与细菌群落→MGEs与ARGs存在/丰度变化,"In summary, the findings highlighted that seasonal variations might regulate the presence of MGEs and ARGs through the influence of temperature and nutrition on bacterial communities. (p.13)",4-文献综述,Review-based,3-理论推测,Theoretical support,4-不确定,Uncertain,2-观察累积,Observational cumulative/seasonal,3-人造环境,Built or engineered environment,2026-01-05
EVID_040-M4,40,4,Zhao (2023),Antibiotic resistance genes in constructed wetlands: Driving indicators and risk assessment,Conclusion-p.13-para.1,2-Results+Discussion整合,Results and discussion integration,2-环境介导,Environment-mediated pathways,2a-微生物群落,2a-微生物群落,温度-季节平均温度变化（水温）,环境细菌/微生物群落（constructed wetlands）,MGEs与ARGs关键驱动因子=温度,温度变化→驱动稳定/差异菌群与MGEs→MGEs与ARGs水平变化,"The critical indicator affecting MGEs and ARGs was temperature, followed by the stable bacteria and differential bacteria in different seasons. (p.13)",2-观察性数据,Observational,2-间接数据支持,Indirect empirical support,4-不确定,Uncertain,2-观察累积,Observational cumulative/seasonal,3-人造环境,Built or engineered environment,2026-01-05
EVID_041-M1,41,1,Zhou (2023),Association between particulate matter (PM)2·5 air pollution and clinical antibiotic resistance: a global analysis,Introduction-p.2-para.4,6-综述整合,Review synthesis,1-直接生物学效应,Direct biological mechanisms,1h-其他直接生物学,1h-其他直接生物学-膜通透性,其他-空气污染（PM2.5）,细菌病原体（bacterial pathogens）,耐药要素进化/交换↑（ARG传播↑）,PM2.5暴露→细胞膜通透性↑→HGT效率↑→耐药要素交换/传播↑,"PM2·5 could also increase cell-membrane permeability to enhance the efficiency of horizontal gene transfer, accelerating the evolution and exchange of antibiotic resistance elements in bacterial pathogens.10,11. (p.2)",4-文献综述,Review-based,4-文献综述总结,Review-based support,1-促进AMR,Promoting AMR,4-未明确,Conceptual or unclear,2-自然环境,Natural environment,2026-01-05
EVID_041-M2,41,2,Zhou (2023),Association between particulate matter (PM)2·5 air pollution and clinical antibiotic resistance: a global analysis, Results-p.5-para.3,1-Results实验数据,Results,2-环境介导,Environment-mediated pathways,2f-其他环境介导,可删除,其他-空气污染（PM2.5）,Klebsiella pneumoniae（临床耐药监测）,临床耐药性↑（多药物类别）,PM2.5升高→（未明确具体中介过程）→临床耐药性↑,"For example, an increase of 1% in PM2·5 across regions was associated with an increase in Klebsiella pneumoniae resistance to carbapenems of 1·49% (R²=0·24), aminoglycosides of 1·41% (0·47), amoxicillin–clavulanate of 1·16% (0·54), piperacillin–tazobactam of 1·15% (0·35), third-generation cephalosporins of 1·14% (0·49), fluoroquinolones of 0·83% (0·31), and polymyxins of 0·61% (0·12; p<0·0001). (p.5)",3-模型模拟,Model-based,2-间接数据支持,Indirect empirical support,1-促进AMR,Promoting AMR,2-观察累积,Observational cumulative/seasonal,4-宿主体内,Within host / clinical,2026-01-05
EVID_041-M3,41,3,Zhou (2023),Association between particulate matter (PM)2·5 air pollution and clinical antibiotic resistance: a global analysis, Discussion-p.8-para.3,3-Discussion数据解释,Discussion interpretation,2-环境介导,Environment-mediated pathways,2f-其他环境介导,2f-其他环境介导-气溶胶,其他-空气污染（PM2.5）,耐药要素/ARG（airborne antibiotic-resistance genes）,人群暴露与获得耐药要素机会↑（AMR风险↑）,PM2.5空气污染→ARG气溶胶吸入暴露↑→获得耐药要素/耐药菌机会↑→AMR风险↑,"Antibiotic-resistance elements carried by air pollutants could be directly exposed to humans, which is a substantial risk as the daily intake of antibiotic-resistance genes through inhalation exceeds intake of antibiotic-resistance genes through drinking water. (p.8)",4-文献综述,Review-based,4-文献综述总结,Review-based support,1-促进AMR,Promoting AMR,4-未明确,Conceptual or unclear,2-自然环境,Natural environment,2026-01-05
EVID_041-M4,41,4,Zhou (2023),Association between particulate matter (PM)2·5 air pollution and clinical antibiotic resistance: a global analysis, Discussion-p.8-para.3,3-Discussion数据解释,Discussion interpretation,2-环境介导,Environment-mediated pathways,2f-其他环境介导,2f-其他环境介导-气溶胶,其他-空气污染（PM2.5）,耐药要素/ARG（PM2.5-borne antibiotic-resistance elements）,跨区域扩散与输入↑（AMR扩散↑）,PM2.5空气污染→风/尘/沉降等迁移扩散→耐药要素跨区域传播↑→AMR扩散↑,"Antibiotic-resistance elements in PM2·5 can be replenished from the natural environment and anthropogenic settings (eg, hospitals, farms, and sewage-treatment facilities) through wind action, water evaporation, dust transport, and wet or dry settlement spread over long distances and across regions. (p.8)",4-文献综述,Review-based,4-文献综述总结,Review-based support,1-促进AMR,Promoting AMR,4-未明确,Conceptual or unclear,2-自然环境,Natural environment,2026-01-05
EVID_041-M5,41,5,Zhou (2023),Association between particulate matter (PM)2·5 air pollution and clinical antibiotic resistance: a global analysis, Discussion-p.8-para.4,3-Discussion数据解释,Discussion interpretation,1-直接生物学效应,Direct biological mechanisms,1c-HGT质粒接合,1c-水平基因转移（接合）,其他-空气污染（PM2.5）,细菌（plasmid-mediated ARG transfer）,质粒接合转移效率↑→ARG传播↑,PM2.5暴露→ROS/SOS等应答与菌体结构变化→质粒接合转移效率↑→ARG传播↑,"Furthermore, PM2·5 can facilitate the horizontal gene transfer of antibiotic-resistance genes between bacteria. For example, the conjugative transfer efficiency of antibiotic-resistance genes increases with the PM2·5 in a specific concentration, which upregulates expressional levels of genes related to reactive oxygen species, SOS response, cell membranes, pilus generation, and transposition. (p.8)",4-文献综述,Review-based,4-文献综述总结,Review-based support,1-促进AMR,Promoting AMR,4-未明确,Conceptual or unclear,2-自然环境,Natural environment,2026-01-05
EVID_042-M1,42,1,Ke (2024),Effects of treatments and distribution on microbiome and antibiotic resistome from source to tap water in three Chinese geographical regions based on metagenome assembly,Results-p.12- 3.5para.2,1-Results实验数据,Results,2-环境介导,Environment-mediated pathways,2a-微生物群落,2a-微生物群落,其他-请在备注说明,Bacterial AMR,耐药基因丰度增加,温度变化→影响微生物群落→ARG相对丰度改变/富集→耐药基因丰度增加,"Furthermore, the temperature was positively correlated with ARGs
(chloramphenicol, fosmidomycin, and vancomycin) (Fig. 7b). Temper-
ature also altered the ARG relative abundance by influencing the mi-
crobial community, based on the SEM analysis (Fig. 7c), which is in
agreement with previous studies on tap and river water samples (Hao
et al., 2019; Yu et al., 2023). T",2-观察性数据,Observational,2-间接数据支持,Indirect empirical support,1-促进AMR,Promoting AMR,横断面（跨区域DWSS对比；源-厂-管网-龙头）,Other/unclear,3-人造环境,Built or engineered environment,2026-01-06
EVID_042-M2,42,2,Ke (2024),Effects of treatments and distribution on microbiome and antibiotic resistome from source to tap water in three Chinese geographical regions based on metagenome assembly,Results-p.12- 3.5para.2,1-Results实验数据,Results,2-环境介导,Environment-mediated pathways,2a-微生物群落,2a-微生物群落,其他-请在备注说明,Bacterial AMR,耐药基因丰度增加,温度变化→（与MGEs/微生物多样性共同作用，SEM总效应）→ARG相对丰度变化/富集→耐药基因丰度增加,"In summary, the standardized total effects on the variation in ARG relative abundance in the DWSS were ranked as follows: latitude (0.44) > microbial Shannon diversity (−0.39) > MGEs (0.37) > temperature (0.33) > total chlorine (0.21) > longitude (−0.19) > pH (−0.13) (Fig. 7d). (p.12)",2-观察性数据,Observational,2-间接数据支持,Indirect empirical support,不确定（方向未指明）,Uncertain,横断面（跨区域DWSS对比；源-厂-管网-龙头）,Other/unclear,3-人造环境,Built or engineered environment,2026-01-06
